Name|Breeder|Vendor|Characteristics|Similar|Adaptation|Resistance|Parentage
H9144|H. J. Heinz.|H. J. Heinz.|hybrid paste, peel, or viscosity tomato, medium-large prostrate vine, full season maturity, jointless pedicel, oval fruit shape.||humid climates. 1993.|fusarium wilt race 1, verticillium wilt race 1; tolerance to bacterial canker.|
H9175|H. J. Heinz.|H. J. Heinz.|hybrid paste, peel, or viscosity product tomato, large semi-prostrate vine, midseason maturity, jointless pedicel, blocky fruit shape.||arid climates. 1993.|fusarium wilt races 1 and 2, verticillium wilt race 1, nematodes, alternaria stem canker, bacterial speck.|
H9230|H. J. Heinz.|H. J. Heinz.|hybrid paste tomato, small prostrate vine, very early maturity, jointless pedicel, round fruit, good flavor.||humid climates. 1988.|fusarium wilt race 1, verticillium race 1.|
H9280|H. J. Heinz.|H. J. Heinz.|hybrid paste tomato, small, semi-prostrate vine, very early season, blocky fruit shape.|||fusarium wilt races 1 and 2, verticillium wilt race 1, nematodes, alternaria stem canker, bacterial speck. 1994.|
H9382|H. J. Heinz.|H. J. Heinz.|hybrid paste, peel, or viscosity tomato, large bush, fall season maturity, jointless pedicel, blocky fruit shape.||arid regions. 1995.|fusarium wilt races 1 and 2, verticillium wilt race 1, nematodes, alternaria stem canker, bacterial speck.|
H9478|H. J. Heinz.|H. J. Heinz.|hybrid paste, peel, or viscosity tomato, medium prostrate vine, midseason maturity, oval fruit shape, good flavor.||humid climates. 1988.|fusarium wilt race 1, verticillium wilt race 1.|
HA-3026|Hazera.|Hazera.|F1 hybrid, fresh market, semi- determinate, midseason, medium large fruit, deep oblate, firm, long shelf life, uniform green shoulders.|||verticillium wilt race 1, fusarium wilt races 1 and 2, tomato mosaic virus. 1999.|
HA-3027|Hazera.|Hazera.|F1 hybrid, fresh market, semi- determinate, midseason, large, deep oblate, firm, long shelf life, uniform green shoulders.|||verticillium wilt race 1, fusarium wilt races 1 and 2, tomato mosaic virus. 1999.|
HA-3028|Hazera.|Hazera.|F1 hybrid, fresh market, semi- determinate, large globe fruit, firm, long shelf life, uniform green shoulders.|||verticillium wilt race 1, fusarium wilt races 1 and 2, tomato mosaic virus, nematodes. 1999.|
HA-3034|Hazera.|Hazera.|F1 hybrid, fresh market, compact determinate, early season, concentrated fruit set, large fruit, oblate, medium firm, green shoulders.|||verticillium wilt race 1, fusarium wilt races 1 and 2, tomato mosaic virus. 1999.|
HA-3801|Hazera.|Hazera.|F1 hybrid, fresh market, semi- determinate, roma type, firm, uniform green shoulders, midseason.|||spotted wilt virus, bacterial speck, verticillium wilt race 1, fusarium wilt races 1 and 2. 1999.|
Halley 3155 (3155)|Orsetti Seeds.|Orsetti Seeds.|processing hybrid, jointed pedicels, long square round fruit, thick walls, good internal color, uniform green shoulders, for dicing, whole peel and other uses, vine cover is desirable, fruit hold well, yield is excellent.|||fusarium wilt races 1 and 2, verticillium wilt race 1. 1987.|
Harbon (H 6501)|Canada Agric. Res. Sta., Harrow, Ontario, Canada.|Stokes Seeds.|fruit large, good color and quality, uniform ripening; plants determinate, early; canning type.|H 1350.|Ontario and neighboring areas. Can. J. Plant Sci. Mar. 1966.|fusarium and verticillium wilts and fruit cracking.|Harrow x VF 36.
Harkness|Hort. Expt. Sta., Vineland, Ontario, Canada.||early and firm; staking.|Earliest of All.|Niagara peninsula. 1936 Rpt. of Ont. Min. Agr. 1937.||selection from Old English.
Harrow|Dept. of Agr., Experimental Farm, Harrow, Ontario, Canada.|Stokes Seeds.|determinate, uniform ripening.|Red Cloud.|wide. 1955.|fruit cracking.|S25-7-2 (S.C.) x Red Cloud.
Harvester (B854)|USDA Crops Res. Div., Plant Industry Sta., Beltsville, Maryland.||concentrated set, suitable for machine harvest.|Roma, but earlier.|eastern, midwestern, and western United States. 1966.|fusarium and verticillium wilt, and fruit cracking.|selection from cross of Roma x 58SM11-1.
Harvestvee (Ont. 778)|Hort. Expt. Sta. Simcoe, Ontario.|Stokes Seeds.|open pollinated, u, sp, ogc, large, firm oblate fruit, midseason.|H1350.|northeastern United States and southern Ontario, Canada. 1981.|verticillium and fusarium wilt.|Veebrite, Kecskemeti Export, and Step 413.
Hawaii|Vegetable Crops Dept., Agric. Expt. Sta., University of Hawaii, Honolulu.|Vegetable Crops Dept., Agric. Expt. Sta., University of Hawaii, Honolulu.|medium early, determinate, open, mature fruit scarlet, medium large, deep.||regionally to Hawaii, moderate elevations and seasons. Hawaii Agric. Expt. Sta. Bul. 103. April, 1950.|fusarium wilt, gray leaf spot, Hawaiian spotted wilt.|complicated crosses of L. peruvianum, L. pimpinellifolium and seven cultivars or lines of L. esculentum.
Hawk (XPH 5676)|Asgrow.|Asgrow.|large fruited, green shoulder, fresh market type, determinate.|Redlander. 1991.||verticillium wilt race 1, fusarium wilt races 1 and 2, alternaria stem canker, bacterial wilt.|
Hayslip (648 x MH11)|University of Florida, Bradenton.|University of Florida, Bradenton.|fresh market, determinate vine, jointless pedicel, medium-large fruit, midseason.|Flora-Dade, Florida MH-1.|Florida. Fla. Agric. Expt. Sta. Circ. S-278. 1981.||
HealthKick (25320)|Petoseed.|Petoseed.|F1 hybrid, fresh market, medium large plant, deep blocky fruit, uniform green shoulders, firm, uniform size, good color.|Aztec. 1999.|home gardens United States.|verticillium wilt race 1, fusarium wilt races 1 and 2, gray leaf spot, alternaria stem canker, bacterial speck, spotted wilt virus.|
Heatmaster (PS816190)|Petoseed.|Petoseed.||Capitan. 1993.||verticillium wilt race 1, fusarium wilt races 1 and 2, nematodes, tobacco mosaic virus, gray leaf spot, bacterial wilt; tolerance to heat.|
Heatwave (PSX 39686)|Petoseed.|Petoseed.|fresh market for high temperature set, deep oblate to globe, 6-7 oz, strong determinate plants, 68 day maturity.|||verticillium wilt race 1, fusarium wilt races 1 and 2, alternaria stem canker, gray leaf spot. 1990.|
Heinz 102 (H102-0-1F-1-2-0)|Heinz USA.|various seedsmen.|very early, determinate, ability for lower branching, concentrated flowering and maturity, jointless, small core, crack resistant and adaptable for machine harvest.||eastern United States and Canada. 1974.|fusarium race 1.|(Texas W231S67 x BES 56-1) x H2134.
Heinz 1350|H.J. Heinz Co., Bowling Green, Ohio.|H.J. Heinz Co., Bowling Green, Ohio.|excellent yield of large well-colored fruit on determinate vines.||east of Rocky Mountains. 1963.|verticillium and fusarium wilt.|Eastern State 54-1878-3 x Experimental Hybrid from O.S. Cannon.
Heinz 1370|H.J. Heinz Co., Bowling Green, Ohio.|H.J. Heinz Co., Bowling Green, Ohio.|productive, determinate, fruit firm, crack resistant.||Ohio, Pennsylvania, New Jersey, and Ontario, Canada. 1962.|fusarium wilt.|Cornell 55-539 x E.S. 54-1878-B.
Heinz 1439|H.J. Heinz Co., Bowling Green, Ohio.|H.J. Heinz Co., Bowling Green, Ohio.|determinate, firm, crack resistant fruit.|Heinz 1350.|midwestern United States and southern Canada.|verticillium wilt, fusarium wilt.|Heinz 1350 x Campbell 135.
Heinz 1548 (6201)|H.J. Heinz Co., Bowling Green, Ohio.|H.J. Heinz Co., Bowling Green, Ohio.|fairly good foliage, determinate vine, firm, crack resistant, good color fruit.|Fireball.|eastern and midwestern United States, southern Canada. 1966.|fusarium wilt.|Heinz 1415 x Fireball.
Heinz 1630|H.J. Heinz Co., Bowling Green, Ohio.|H.J. Heinz Co., Bowling Green, Ohio.|medium size, determinate, firm, crack resistant fruit.|Heinz 1350.|midwestern United States, southern Canada, and Europe. 1966.|verticillium wilt, fusarium wilt, and gray leaf spot.|Heinz 1548 x Heinz 1350.
Heinz 1706 (H1706K1)|Heinz USA.|various seedsmen.|early, determinate, pear-shape fruit, crack and burst resistant, jointed, excellent color and processing yield, small core, shatters, machine harvest.|Early Napoli.|eastern United States, Canada, and Europe. 1973.|verticillium wilt and fusarium wilt race 1.|[VR Moscow x Roma] x Fireball x (Burgess crack proof x ES24)].
Heinz 1939 (H1939-0-3-0-12-03-E)|Heinz USA.|various seedsmen.|very firm, crack resistant, excellent color, jointless.||eastern United States, Canada, Europe, and Australia. 1974.|verticillium wilt and fusarium wilt race 1.|H1610 x H1783.
Heinz 2134 (H2134-0-2-0-5)|Heinz USA.|various seedsmen.|very early, determinate, jointless, medium round fruit, and crack resistant.||eastern United States and Canada. 1974.|verticillium wilt and fusarium wilt race 1.|H1783 x H2001.
Heinz 14451|H.J. Heinz Co., Bowling Green, Ohio.|H.J. Heinz Co., Bowling Green, Ohio.|large, determinate vine, pear shape, crack resistant, high solids fruit.|VF Roma.|Mexico, Venezuela, and southern Europe. 1966.|verticillium wilt and fusarium wilt.|Roma x VR Moscow.
Heinz 14456|H.J. Heinz Co., Bowling Green, Ohio.|H.J. Heinz Co., Bowling Green, Ohio.|medium large, determinate vine, firm, round, crack resistant, high solids fruit.|Heinz 1370. 1966.||verticillium wilt and fusarium wilt.|Roma x VR Moscow.
Heinz 15489|H.J. Heinz Co., Bowling Green, Ohio.|H.J. Heinz Co., Bowling Green, Ohio.|small determinate vine, firm crack resistant fruit.|Fireball.|southern Europe. 1966.|fusarium wilt.|Heinz 1415 x Fireball.
Heritage (PSR 34283)|Precision Agriculture.|Petoseed.|jointless pedicel, thick walled.|||verticillium wilt race 1, fusarium wilt races 1 and 2, gray leaf spot, alternaria stem canker. 1989.|
Hermitage|Sunseeds.|Sunseeds.|F1 hybrid, concentrated set; large smooth, firm, globe-shaped fruit.||southern United States.|verticillium wilt, fusarium wilt, tobacco mosaic virus and nematodes.|
Highlander (DV6225)|USDA Agric. Res. Div., Cheyenne, Wyoming, and Colorado State University, Ft. Collins.|USDA Agric. Res. Div., Cheyenne, Wyoming, and Colorado State University, Ft. Collins.|plants low, compact, medium size, determinate; fruit smooth, nearly globular, green-shouldered, average 5 ounces with excellent red color, high flavor and concentrated ripening; stems rather hard.|Sheyenne.|cool Rocky Mountain region. Amer. Veg. Grower 14:21. 1966.|verticillium wilt and tolerant to fusarium wilt.|CSU 5612 x V.R. Moscow.
HM 2824 (HMX 2824)|Harris Moran.|Harris Moran.|F1 hybrid, fresh market, medium large determinate, large, firm fruit, smooth blossom end, small stems.||northeastern United States. 1990.|verticillium wilt race 1, fusarium wilt races 1 and 2.|
HM 2867 (HMX 2867)|Harris Moran.|Harris Moran.|F1 hybrid, processing, medium-large determinate, elongated square, high yields.||early in San Joaquin Valley, California. 1990.|verticillium wilt race 1, fusarium wilt races 1 and 2, nematodes.|
HM 4700 (HMX 4700)|Harris Moran.|Harris Moran.|F1 hybrid, fresh market, large determinate, firm, uniform fruit.||California, Mexico. 1992.|verticillium wilt race 1, fusarium wilt races 1 and 2, nematodes.|
HM 4878 (HMX 4878)|Harris Moran.|Harris Moran.|F1 hybrid, processing for peel, dice and paste, good solids and viscosity, large, firm square shape.||mid-season in California. 1997.|verticillium wilt race 1, fusarium wilt races 1 and 2, nematodes.|
Homestead|Florida Agric. Expt. Sta. and the Southeastern Breeding Laboratory, USDA, Charleston, South Carolina.|Florida Agric. Expt. Sta. and the Southeastern Breeding Laboratory, USDA, Charleston, South Carolina.||Rutgers.|Florida. 1952.|fusarium wilt.|((Victor x Dobbies Champion) x Pan American x Rutgers.
Homestead 24|Asgrow Seed Co., New Haven, Connecticut.|Asgrow Seed Co., New Haven, Connecticut.|plants determinate, large, heavy foliage; fruit meaty and firm.|Homestead.|wide. Asgrow description. Jan. 1956.|fusarium wilt.|selection from Homestead.
Homestead Elite|Ferry-Morse Seed Co., Mountain View, California.|Ferry-Morse Seed Co., Mountain View, California.|plant large, determinate giving good fruit coverage; fruit smooth, firm, medium green turning to bright scarlet; green shoulders; plants and fruits more uniform than Homestead and fruit larger than Homestead 61.|Homestead.|Florida, Texas, and Mexico. Ferry-Morse, 30 Apr. 1964.|fusarium wilt.|selection from original Homestead.
Homestead F-M|Ferry-Morse Seed Co., Detroit.|Ferry-Morse Seed Co., Detroit.|more compact plants and slightly larger fruit than Homestead.|Homestead.|southern United States. 1955.|fusarium wilt.|single plant selection from Homestead.
Homestead F-M 61|Ferry-Morse Seed Co., Mountain View, California.|Ferry-Morse Seed Co., Mountain View, California.|fruit have green shoulders, large, and bright scarlet when ripe; not quite as compact as Homestead Elite and possibly a few days later in maturity.||Florida, Texas, and Mexico. Ferry-Morse, 30 Apr. 1964.|fusarium wilt.|selection from original Homestead.
Homestead No.2|Florida Agric. Expt. Sta., Gainesville, and the U.S. Southeastern Veg. Breeding Laboratory, Charleston, South Carolina.|Florida Agric. Expt. Sta., Gainesville, and the U.S. Southeastern Veg. Breeding Laboratory, Charleston, South Carolina.|semi-determinate.|Homestead.|southern U.S. 1955.|fusarium wilt.|selection from Homestead.
Horizon (Fla. 7067)|University of Florida, Bradenton.|Joseph Harris.|fresh market midseason, determinate vine, jointless pedicel, light green shoulders, medium-large, flat-round fruit.|Duke.|Dade County, Florida. Fla. Agric. Expt. Sta. Circ. S-323, 1985. 1984.|fusarium wilt races 1 and 2, verticillium wilt race 1, gray leaf spot.|complex-Walter, Burgis, Fla. 1A, Flora-Dade and breeding lines.
Humaya (XPH 676)|Asgrow.|Asgrow.|very firm fruit.|Flora-Dade. 1983.||fusarium wilt races 1 and 2.|
Hunter (FMX 60431)|Ferry-Morse.|Ferry-Morse.|early square-round type with high solids, good consistency, very coarse foliage, fruit has light green shoulders, good interior color.|UC 82. 1983.||verticillium wilt race 1, fusarium wilt race 1, alternaria stem canker; good tolerance to heat.|
Husky Gold (PSX 70087)|Petoseed.|Petoseed.|bedding plant and home garden, golden fruited, rugose foliage, sturdy indeterminate dwarf.|||verticillium wilt race 1, fusarium wilt race 1. 1990.|
Husky Pink (PSR 113588)|Petoseed.|Petoseed.|indeterminate dwarf, pink fruit, dark green rugose foliage.|||verticillium wilt race 1, fusarium wilt race 1, alternaria stem canker. 1990.|
Husky Red (PSX 40084)|Petoseed.|Petoseed.|rugose foliage, sturdy indeterminate dwarf, red fruited.|||verticillium wilt race 1, fusarium wilt race 1, alternaria stem canker. 1990.|
Hy 337 (PSX 33790)|Petoseed.|Petoseed.|128 day maturity direct seed, processor, square-round 3.3 oz, medium viscosity, 5.5-6.5 percent soluble solids, medium large determinate plants, fairly concentrated set.|||verticillium wilt race 1, fusarium wilt races 1 and 2, alternaria stem canker, gray leaf spot. 1985.|
Hy 882 (PSP882)|Petoseed.|Petoseed.|125 day maturity direct seed, processor, 2.5 oz, blocky pear, medium viscosity, 5.4-6.2 percent soluble solids, excellent color, medium large determinate plants, concentrated set.|||verticillium wilt race 1, fusarium wilt races 1 and 2, nematodes, alternaria stem canker, gray leaf spot, bacterial speck. 1986.|
Hybrid 724 (XPH 724)|Asgrow Seed Co.|Asgrow Seed Co.|F1 hybrid, jointless hybrid for fresh market.|Duke.|United States, Mexico, and Australia. 1984.|fusarium wilt races 1 and 2, verticillium wilt race 1, alternaria stem canker, and gray leaf spot.|
Hybrid 896 (XPH 896)|Asgrow Seed Co.|Similar: Pacesetter 694. 1984.|F1 hybrid, early hybrid for peeling.|Resistance: verticillium wilt race 1 and fusarium wilt race 1.||Parentage:|Parentage. Asgrow parents.
Hybrid 898 (XPH 898)|Asgrow Seed Co.|Asgrow Seed Co.|F1 hybrid, midseason, firm fruited; product tomato with high solids and viscosity for paste production or fresh market.|Pacesetter 502 or 616.|arid areas. 1984.|verticillium wilt race 1, fusarium wilt races 1 and 2.|
