Name|Breeder|Vendor|Characteristics|Similar|Adaptation|Resistance|Parentage
Ohio MR200 (Ohio MR 200S)|Ohio Agric. Expt. Sta. and H.J. Heinz, Wooster, Ohio and Bowling Green, Ohio respectively.|||Niagara. Ohio Agric. Expt. Sta. Res. Circ. 41. February, 1957. 1958.||cucumber mosaic virus, moderate high percentage of fruit straight or nearly straight.|Heinz 248 and Niagara.
Olympian (SS138)|J.C. Hollar.|Hollar and Co.|predominantly gynoecious hybrid slicer.|||scab, angular leaf spot, downy mildew, powdery mildew. 1985.|
P.R. 10|Puerto Rico Agric. Expt. Sta., Rio Piedras.|commercially by Seed Farms Division, Puerto Rico Agric. Expt. Sta.|||regionally, the tropics. 1950.|downy mildew, cucumber mosaic virus.|Chinese Long (Doolittle's selection) x P.R. 39. Very prolific.
P.R. 27|Puerto Rico Agric. Expt. Sta., Rio Piedras.|Seed Farms Division, Puerto Rico Agric. Expt. Sta., University of Puerto Rico.|very prolific.||regionally, the tropics. 1950.|downy mildew, cucumber mosaic virus.|Chinese Long (Doolittle's selection) x P.R. 39.
P.R. 39|Puerto Rico Agric. Expt. Sta., Rio Piedras.|Seed Farms Division, Puerto Rico Agric. Expt. Sta.|very prolific.|Black Diamond cultivar.|regionally, the tropics. Agr. Expt. I (6) December. 1941.|downy mildew.|Chinese Long (Porter's selection) x Black Diamond.
P-51 DMR|Ferry-Morse Seed Company, Mountain View, California.|Ferry-Morse Seed Company, Mountain View, California.|vigorous, heavy vines, 8' fruit length, market type, good production.|Palomar.|southern, southeastern United States. Ferry-Morse Seed Company, 15 April 1963. 1958.|downy mildew.|
Pacer (G7M)|Joseph Harris Co.|Joseph Harris Co.|pen pollinated, early, uniform color.|Marketmore 70.|wide. 1975.|scab, cucumber mosaic virus.|
Packer|Associated Seed Growers.|Associated Seed Growers.|like National except fruit blockier and darker.|National.|wide. 1946.||selection from nonuniform population of Snows Perfection.
Palmetto|Clemson College Truck Expt. Sta., Charleston, South Carolina.||late maturity, long, dark green fruit.||southeastern United States as a fall crop. Proc. Amer. Soc. Hort. Sci. 51. 1948.|Downy mildew.|Cubit and Puerto Rico 40.
Palomar|Ferry-Morse Seed Company, Detroit.|Ferry-Morse Seed Company, Detroit.|small vine, long, slender fruit, heavy yield.|Marketer.|wide. 1955.|downy mildew.|Palmetto x Marketer.
Palomino (EX 1911)|B. Johnson.|Seminis Vegetable Seeds, Asgrow Brand.|smaller plant growth habit, heavy first set, hand or mechanical harvest, fruit LD 3.1, medium dark green.|no cultivar like it. 1999.|southeast U.S.|scab; moderate to anthracnose, angular leafspot, downy mildew, and powdery mildew.|F1 hybrid.
Panorama (FX 3906)|Ferry-Morse Seed Co.|Ferry-Morse Seed Co.|F1 hybrid, white spined, pickler, medium length, good color, late seed development, high yield, good fruit.|Explorer.|wide. 1976.|scab. anthracnose, angular leaf spot, powdery mildew, cucumber mosaic virus.|
Panther (Sunex 3727)|Sunseeds.|Sunseeds.|hybrid slicer, uniform dark green color, good early yield, 70 day maturity.|||downy mildew, powdery mildew.|
Papillon (XVC 5834)|G.E. Tolla.|Seminis Vegetable Seeds.|predominantly gynoecious pickling type; normal vine, dark green fruit, L/D ratio of 3.3, 45-50 days to harvest.|Vlaspik and Lafayette.|machine harvest in U.S. and Canada. 2001.|downy mildew, powdery mildew and scab; intermediate resistance to anthracnose and angular leaf spot.|F1 hybrid.
Parisian Pickling (Improved Bourbonne, Long Green Parisian, Long Parisian, Paris Early Cluster Pickl|Oris.||monoecious open pollinated pickler, black spined, fruit straight, dark green, 9-10 x 2.25-2.5' size. 1892.||||
Parker (NUN 6180)|Nunhems.|Canners.|predominantly gynoecious hybrid pickler, white spined.|Calypso.||powdery mildew, cucumber mosaic virus, scab.|
Parys F1|Research Institute of Vegetable Crops, Poland.||monoecious hybrid pickler, fruit attractive, uniform, longer than Aladyn, green.|Aladyn.||anthracnose, downy mildew, powdery mildew, scab, cucumber mosaic virus.|
Paska|Nunhems.|Canners.|gynoecious, parthenocarpic, suitable for outdoor and protected cultivation, 20-22 cm fruit length, slightly ribbed, bitterfree.|||scab, powdery mildew, tolerance to downy mildew, cucumber mosaic virus.|
Patio Pickle (004 500)|Waltrip.|Petoseed.|gynoecious pickler, fruit straight, dark green, small seedcell, L/D 3.5, concentrated set, hand or machine harvest, semi-determinate vine, 52 day maturity.|Quest, Napoleon.||scab, angular leaf spot, anthracnose, powdery mildew, downy mildew, cucumber mosaic virus.|
Patio Pik|Petoseed.|Petoseed.|predominantly gynoecious hybrid slicer, white spined, dwarf determinate vines.|||anthracnose, downy mildew.|
Patton (Sun 3528)|Sunseeds.|Sunseeds.|predominantly gynoecious hybrid pickler, fruit dark green, white spined, slightly tapered, machine or hand, shorter vines than Calypso, white spined, L/D 3.1.|||anthracnose, angular leaf spot, downy mildew, powdery mildew, scab, cucumber mosaic virus.|
Pennant|Harris Moran.|Harris Moran.|predominantly gynoecious hybrid pickler, fruit white spined, L/D 3.0.|||scab.|
Peppi (PSX 474)|Petoseed.|Petoseed.|F1 hybrid, gynoecious, white spined, L/D 3.3.|PS 3665.|wide. 1976.|scab, cucumber mosaic virus, downy mildew, powdery mildew.|
Perfecto Verde (No. 2995)|Northrup King and Co.|Northrup King and Co.|hybrid, productive, white spined, pickler, medium vine size.|||tolerance to cucumber mosaic virus. 1971.|Gy 3 x NK Male.
Perfecto Verde 14|Northrup King and Co.|Northrup King and Co.|F1 hybrid, slightly longer and darker than Perfect Verde.|Perfecto Verde. 1975.||scab, cucumber mosaic virus.|Gy 14 x NK Male.
Petra|Nunhems.|Nunhems.|gynoecious hybrid greenhouse slicer, parthenocarpic, 16-19 cm fruit length, good for spring and autumn cultivation.|||powdery mildew, downy mildew, tolerance to cucumber mosaic virus. 1992.|
Philly (DEXP 725-74)|Dessert Seed Co.|Dessert Seed Co.|F1 hybrid, white spined, gynoecious.|Score.|northern United States. 1976.|scab, cucumber mosaic virus.|
Picarow (XP 444)|D. Groff.|Asgrow.|predominantly gynoecious hybrid pickler, suitable for hand and machine harvest, white spined.|Score. 1983.||scab, angular leaf spot, cucumber mosaic virus, downy mildew, powdery mildew.|
Piccadilly (Hybrid 57)|Ferry-Morse Seed Co.|Ferry-Morse Seed Co.|F1, vigorous, large dark green leaves, fruit dark green, L/D 2.96, black spined.||general. 1965.|scab, cucumber mosaic virus.|
Pick (SC-P)|Clemson Coast Expt. Sta.|Clemson Coast Expt. Sta.|open pollinated, dark green fruit.|Addis.|wide. 1980.|downy mildew, powdery mildew, anthracnose, angular leaf spot, cucumber mosaic virus, scab.|SC 19, SC 817, Gy 3, and disease-resistant gene pool.
Pickalot|Burpee Seed.|Burpee Seed.|monoecious inbred pickler, dwarf determinate vines, early maturity.|||powdery mildew.|
Pickalot Hybrid|Burpee Seed.|Burpee Seed.|predominantly gynoecious hybrid pickler, 54 day maturity, dwarf vines, early maturity, 4.5' fruit length.|||powdery mildew.|
Picklebush|Burpee Seed.|Burpee Seed.|dwarf pickler, 52 day maturity, short vines 20-24' long, 4.5' fruit length. 1986.||||
Picklemech (NVH 1914)|Northrup King.|Northrup King.|predominantly gynoecious hybrid pickler, vigorous plant habit, dark green, white spined, L/D 3.1, slight taper to blossom end, 54 day maturity, hand or machine harvest.|Pikmaster, Calypso. 1989.||powdery mildew, downy mildew, angular leaf spot, anthracnose, cucumber mosaic virus, scab.|
Picklers Special||Nat. Seed Storage Lab.|monoecious inbred pickler.||||
Picklet (XVC 8406)|B. Johnson.|Seminis Vegetable Seeds, Asgrow Brand.|gynoecious pickling cucumber for multiple hand-pick production, LD 2.8; medium dark green color, blocky fruit shape.|Vlasset. 1998.|worldwide.|none listed.|F1 hybrid.
Picklpak (P18)|Ferry-Morse Seed Co.|Ferry-Morse Seed Co.|F1, early vigorous vines, medium green leaves, fruit medium green, uniform color, L/D 2.95, black spined.|Briney.|scab, cucumber mosaic virus areas. 1968.|scab, cucumber mosaic virus.|
Pickmore (C4ND)|Joseph Harris Co.|Joseph Harris Co.|hybrid, white spined, early gynoecious, pickler, compact vine, heavy early yield, L/D 3.0.|Pioneer.|northern United States. Pickles from Harris Seed, 1971. 1969.|tolerance to downy mildew, powdery mildew.|
Pic-Nik (NK Expt. 851)|Northrop, King and Co.||F1, black spined, pickler, somewhat longer than Spartan Dawn.|||spot rot, cucumber mosaic virus. 1965.|
Pico (Hybrid 55)|Ferry-Morse Seed Co.|Ferry-Morse Seed Co.|F1, moderate vigorous, early, fruit blocky, medium dark green, black spined, L/D 2.80.||northern United States. 1965.|scab, cucumber mosaic virus.|Ferry-Morse Seed Company inbred x MSU inbred.
Pic-of-the Pickle|Northrup King and Co.|Northrup King and Co.|open pollinated, white spined, medium length, home garden pickler.||wide. 1977.|scab, cucumber mosaic virus.|
